SKU,ISBN,Format,Author,Publisher,PublicationDate,Title,Pages,Edition,DimsHeight,DimsWidth,DimsLength,DimsWeight,Language,ItemDescription,Binding,Condition,Price,Quantity,ImageUrl,category,subcategory
642656,9781853261862,Paperback,"Rex Collings","Wordsworth Editions Ltd",3/4/1996 12:00:00 AM,"Classic Victorian and Edwardian Ghost Stories (642656)",304,,12,124,195,204,,"A selection of ghost stories.",Paperback,Used; Good,3.49,1,http://choicetextileimages.blob.core.windows.net/img-1/stand_449603_jpg.jpg?sv=2012-02-12&sr=c&si=policy&sig=UJGArnU2SSaCcGE3m8IeJaXsv77mtWiIDK%2F7XslOY0w%3D,"Fiction","Horror & Ghost Stories"
713681,9780141500478,Paperback,"Ian Whybrow","Penguin Random House Children's UK",5/1/2008 12:00:00 AM,"Harry and the Dinosaurs Make a Splash (713681)",32,,6,210,254,150,,"Harry and the dinosaurs love playing in the waves at Water World. But when a big wave knocks them over they don't think it's quite such fun after all. Harry isn't sure he wants to go in the water again but with a little help from Nan he and his dinosaurs overcome their nerves and go on to make the biggest splash of the day.",Paperback,Used; Good,3.49,1,http://choicetextileimages.blob.core.windows.net/img-1/stand_249158_jpg.jpg?sv=2012-02-12&sr=c&si=policy&sig=UJGArnU2SSaCcGE3m8IeJaXsv77mtWiIDK%2F7XslOY0w%3D,"Children's Books","Picture Books Activity Books & Early Learning Material"
713753,9780718823405,Paperback,"Alexander Cruden","James Clarke & Co Ltd",12/1/1930 12:00:00 AM,"Cruden's Complete Concordance (713753)",800,,38,136,212,844,,"A guide to the ""Bible"". Its simple alphabetical arrangement and compact design make it easy to navigate the more than 225000 entries. As well as listing verses that include each word treated it quotes each passage briefly to provide an indication of context. It is also an useful study companion.",Paperback,Used; Good,3.49,2,http://choicetextileimages.blob.core.windows.net/img-1/stand_22492_jpg.jpg?sv=2012-02-12&sr=c&si=policy&sig=UJGArnU2SSaCcGE3m8IeJaXsv77mtWiIDK%2F7XslOY0w%3D,"Non-fiction","Humanities:Religion & Beliefs"
713761,9780330368452,Paperback,"Ruth L. Ozeki","Pan Macmillan",5/7/1999 12:00:00 AM,"My Year of Meat (713761)",448,,30,111,175,230,,"Jane Takagi-Little produces a Japanese television show on all-American meat cooking. Akiko Ueno learns more than just recipes from Jane's programmes. In one parallel year the lives of two women at opposite ends of the earth are brought together in a novel of meat TV and personal crisis.",Paperback,Used; Good,4.20,1,http://choicetextileimages.blob.core.windows.net/img-1/stand_263552_jpg.jpg?sv=2012-02-12&sr=c&si=policy&sig=UJGArnU2SSaCcGE3m8IeJaXsv77mtWiIDK%2F7XslOY0w%3D,"Fiction","Modern & Contemporary Fiction (Post C 1945)"
713874,9780563215295,Paperback,"Brian Moeran","Pearson Education Limited",7/11/1991 12:00:00 AM,"JAPANESE LANGUAGE & PEOPLE BOOK (713874)",366,,20,186,214,788,,"This text is part of a package that offers the beginner a course in the necessary skills for communication at a basic level in spoken Japanese. It also provides an introduction to the written language and insights into contemporary Japanese society.",Paperback,Used; Good,3.49,1,http://choicetextileimages.blob.core.windows.net/img-1/stand_307773_jpg.jpg?sv=2012-02-12&sr=c&si=policy&sig=UJGArnU2SSaCcGE3m8IeJaXsv77mtWiIDK%2F7XslOY0w%3D,"Non-fiction","Foreign Language Study & Reference:Language Teaching & Learning (Other Than Elt)"
713918,9780720720211,Paperback,"Rodney Cullum","Penguin Books Ltd",8/27/1992 12:00:00 AM,"The English YMCA Guide to Exercise to Music (713918)",112,,10,190,251,345,,"Exercise to music classes whether in the form of aerobics keep-fit stretch or conditioning are still an extremely popular way to achieve fitness. This book shows readers how to recognize and choose a qualified teacher understand the use of rhythm and music and exercise safely.",Paperback,Used; Good,3.49,2,http://choicetextileimages.blob.core.windows.net/img-1/stand_58399_jpg.jpg?sv=2012-02-12&sr=c&si=policy&sig=UJGArnU2SSaCcGE3m8IeJaXsv77mtWiIDK%2F7XslOY0w%3D,"Non-fiction","Health Family & Lifestyle:Family & Health"
713993,9780263870855,Paperback,"Christine Merrill","HarperCollins Publishers",1/1/2011 12:00:00 AM,"Taken By The Wicked Rake (713993)",368,,26,124,198,256,,"<p>              <em>  By Christine Merrill</em>            </p>  ",Paperback,Used; Good,3.49,2,http://choicetextileimages.blob.core.windows.net/img-1/stand_239233_jpg.jpg?sv=2012-02-12&sr=c&si=policy&sig=UJGArnU2SSaCcGE3m8IeJaXsv77mtWiIDK%2F7XslOY0w%3D,"Fiction","Romance"
714076,9780349113289,Paperback,"Paul Arnott","Little Brown Book Group",11/1/2001 12:00:00 AM,"A Good Likeness (714076)",288,,22,130,200,230,,"Paul Arnott's candid memoir of the quest for his roots touching on the wider social issues of the adoptive process.",Paperback,Used; Good,3.49,1,http://choicetextileimages.blob.core.windows.net/img-1/stand_836774_jpg.jpg?sv=2012-02-12&sr=c&si=policy&sig=UJGArnU2SSaCcGE3m8IeJaXsv77mtWiIDK%2F7XslOY0w%3D,"Non-fiction","Biography:Biography: General"
713571,9781842557105,Paperback,"Pippa Funnell","Hachette Children's Group",6/1/2009 12:00:00 AM,"Tilly's Pony Tails: Red Admiral (713571)",112,,11,130,198,112,,"Tilly helps an injured racehorse in the second book book in Olympic medallist Pippa Funnell's pony series.",Paperback,Used; Good,3.49,2,http://choicetextileimages.blob.core.windows.net/img-1/stand_24419_jpg.jpg?sv=2012-02-12&sr=c&si=policy&sig=UJGArnU2SSaCcGE3m8IeJaXsv77mtWiIDK%2F7XslOY0w%3D,"Children's Books","Children's / Teenage Fiction & True Stories"
713578,9781844225057,Hardcover,"Helen Nicoll","Penguin Random House Children's UK",9/30/2004 12:00:00 AM,"Meg's Treasure (713578)",32,,8,116,174,104,,"A story about Meg the witch and her cat Mog taken from the television series and illustrated with pictures from the TV animation. Meg and Mog decide to go on an adventure under the sea and down on the seabed they find a shipwreck and a chest of treasure. But someone is watching them. Does he want the treasure too?",Hardcover,Used; Good,3.49,2,http://choicetextileimages.blob.core.windows.net/img-1/stand_423293_jpg.jpg?sv=2012-02-12&sr=c&si=policy&sig=UJGArnU2SSaCcGE3m8IeJaXsv77mtWiIDK%2F7XslOY0w%3D,"Children's Books","Children's / Teenage Fiction & True Stories"
713607,9780905138336,Hardcover,,"Osprey",11/26/1984 12:00:00 AM,"MOTOCOURSE 1984-85 (713607)",192,,12,231,312,1226,,,Hardcover,Used; Good,22.94,1,,"General",""
713637,9781842551035,Hardcover,"Francesca Simon","Hachette Children's Group",10/21/2004 12:00:00 AM,"Horrid Henry's Big Bad Book (713637)",160,,20,164,216,520,,"A new collection of favourite stories with pictures in colour",Hardcover,Used; Good,3.49,2,http://choicetextileimages.blob.core.windows.net/img-1/stand_176472_jpg.jpg?sv=2012-02-12&sr=c&si=policy&sig=UJGArnU2SSaCcGE3m8IeJaXsv77mtWiIDK%2F7XslOY0w%3D,"Children's Books","Children's / Teenage Fiction & True Stories"
714007,9780091764098,Hardcover,"Jane Hissey","Penguin Random House Children's UK",4/25/1991 12:00:00 AM,"Jolly Tall (714007)",32,,8,132,158,125,,"One in a collection of miniature editions of ""Little Bear"" picture books. When a strange package arrives in the nursery everyone is puzzled. Little Bear is sure it is full of treasure but Duck has his doubts. Then the box begins to speak. From the author of ""Little Bear's Trousers"".",Hardcover,Used; Good,3.49,2,http://choicetextileimages.blob.core.windows.net/img-1/stand_231686_jpg.jpg?sv=2012-02-12&sr=c&si=policy&sig=UJGArnU2SSaCcGE3m8IeJaXsv77mtWiIDK%2F7XslOY0w%3D,"Children's Books","Picture Books Activity Books & Early Learning Material"
714030,9781841955667,Paperback,"Athol Fugard","Canongate Books Ltd",3/2/2006 12:00:00 AM,"Tsotsi (714030)",240,,18,124,196,190,,"Tsotsi is an angry young gang leader in the South African township of Sophiatown. But one night in a moonlit grove of bluegum trees a woman he attempts to rape forces a shoe box into his arms. Turned into an Oscar-winning movie in 2006 Tsotsi's raw power and rare humanity show how decency and compassion can survive against the odds.",Paperback,Used; Good,3.49,2,http://choicetextileimages.blob.core.windows.net/img-1/stand_405870_jpg.jpg?sv=2012-02-12&sr=c&si=policy&sig=UJGArnU2SSaCcGE3m8IeJaXsv77mtWiIDK%2F7XslOY0w%3D,"Fiction","Modern & Contemporary Fiction (Post C 1945)"
714081,9780373483280,Paperback,"Linda Howard","HarperCollins Publishers",10/10/1997 12:00:00 AM,"Christmas Kisses/A Wild West Christmas/Mackenzie's Magic/Silver Bells (714081)",377,,27,106,167,113,,"<p>  The final chapter of Linda Howard's beloved Mackenzie family saga!  Meet Maris Mackenzie- and the sexy stranger she woke up to find in her bed! Unfortunately she had no memory of Alex MacNeil the previous day... or the prize Thoroughbred she'd apparently stolen...</p>  ",Paperback,Used; Good,3.49,1,,"Fiction","Romance"
714267,9781843974956,Hardcover,"Rory Tyger","Bizzybee Publishing",9/1/2005 12:00:00 AM,"Newton's Law (714267)",96,,17,152,157,291,,,Hardcover,Used; Good,3.49,2,,"Children's Books","Children's / Teenage Fiction & True Stories"
714300,9780553817522,Paperback,"Audrey Eyton","Transworld Publishers Ltd",1/1/2007 12:00:00 AM,"The F2 Diet (714300)",224,,18,124,204,214,,"The F2 diet does the lot for weight looks and health backed by science and based on meals and recipes. This book helps you plan your own or follow ready-planned F2 menus to track into a slim fit future.",Paperback,Used; Good,3.49,1,http://choicetextileimages.blob.core.windows.net/img-1/stand_111995_jpg.jpg?sv=2012-02-12&sr=c&si=policy&sig=UJGArnU2SSaCcGE3m8IeJaXsv77mtWiIDK%2F7XslOY0w%3D,"Non-fiction","Health Family & Lifestyle:Family & Health"
714396,9780755311538,Hardcover,"Colin Shindler","Headline Publishing Group",4/19/2004 12:00:00 AM,"George Best and 21 Others (714396)",384,,38,140,210,570,,"The moving and evocative story of youthful dreams and what happens to them as told by one of the bestselling sportswriters in the country",Hardcover,Used; Good,3.49,1,http://choicetextileimages.blob.core.windows.net/img-1/stand_634823_jpg.jpg?sv=2012-02-12&sr=c&si=policy&sig=UJGArnU2SSaCcGE3m8IeJaXsv77mtWiIDK%2F7XslOY0w%3D,"Non-fiction","Sports Hobbies & Games:Sports & Outdoor Recreation"
714424,9781902421094,Paperback,"Deborah Devonshire","Long Barn Books",9/30/2002 12:00:00 AM,"Counting My Chickens: And Other Home Thoughts (714424)",176,,16,128,190,581,,,Paperback,Used; Good,3.49,3,,"General",""
714492,9781843570967,Hardcover,"Will Young","Contender Books",10/23/2003 12:00:00 AM,"Will Young (714492)",160,,22,190,246,699,,,Hardcover,Used; Good,3.49,2,http://choicetextileimages.blob.core.windows.net/img-1/stand_427625_jpg.jpg?sv=2012-02-12&sr=c&si=policy&sig=UJGArnU2SSaCcGE3m8IeJaXsv77mtWiIDK%2F7XslOY0w%3D,"Non-fiction","Arts & Photography:Music (Books)"
714552,9780330316095,Paperback,"J. M. Dillard","Pan Macmillan",9/14/1990 12:00:00 AM,"Lost Years (714552)",320,,28,106,178,178,,"The truth is revealed of what happened to the Enterprise crew when they came back to Earth before the later voyages covered by the Star Trek movies.",Paperback,Used; Good,3.49,1,http://choicetextileimages.blob.core.windows.net/img-1/stand_282439_jpg.jpg?sv=2012-02-12&sr=c&si=policy&sig=UJGArnU2SSaCcGE3m8IeJaXsv77mtWiIDK%2F7XslOY0w%3D,"Fiction","Science Fiction"
714663,9780553405194,Paperback,"Bonnie Bryant","Penguin Random House Children's UK",9/17/1992 12:00:00 AM,"Fox Hunt (714663)",144,,12,130,188,100,,"The Saddle Club girls can't wait when Stevie's boyfriend invites them to participate in a real foxhunt especially when they find out that no harm will come to the fox. But first there's a mock hunt to give everyone a chance to learn the ropes which gives Stevie's brothers a chance to play pranks.",Paperback,Used; Good,3.49,1,http://choicetextileimages.blob.core.windows.net/img-1/stand_307361_jpg.jpg?sv=2012-02-12&sr=c&si=policy&sig=UJGArnU2SSaCcGE3m8IeJaXsv77mtWiIDK%2F7XslOY0w%3D,"Children's Books","Children's / Teenage Fiction & True Stories"
713958,9780708843659,Paperback,"James William Worden","Little Brown Book Group",11/9/1989 12:00:00 AM,"Wayward Legionnaire (713958)",208,,18,124,192,200,,,Paperback,Used; Good,3.49,1,,"General",""
714131,9780954118723,Paperback,"John Harrison","Streetwise Publications",1/31/2002 12:00:00 AM,"How to Stop Working and Make a Million Pounds Instead (714131)",136,,18,158,228,259,,,Paperback,Used; Good,3.49,1,,"Non-fiction","Health Family & Lifestyle:Self-Help & Personal Development"
714151,9780049250246,Paperback,"David Taylor","Allen & Unwin",1/9/1984 12:00:00 AM,"Zoo Vet (714151)",174,,15,111,177,100,,,Paperback,Used; Good,3.49,1,,"General",""
714152,9780140180718,Paperback,"E. M. Forster","Penguin Books Ltd",11/30/1989 12:00:00 AM,"Collected Short Stories (714152)",224,,18,126,194,160,,,Paperback,Used; Good,3.49,1,http://choicetextileimages.blob.core.windows.net/img-1/stand_91425_jpg.jpg?sv=2012-02-12&sr=c&si=policy&sig=UJGArnU2SSaCcGE3m8IeJaXsv77mtWiIDK%2F7XslOY0w%3D,"Fiction","Modern & Contemporary Fiction (Post C 1945)"
714183,9780955229428,Paperback,"Nigel Barraclough","Qualsafe",2/22/2006 12:00:00 AM,"Paediatric First Aid Made Easy (714183)",52,,7,148,209,130,,,Paperback,Used; Good,3.49,5,http://choicetextileimages.blob.core.windows.net/img-1/stand_142279_jpg.jpg?sv=2012-02-12&sr=c&si=policy&sig=UJGArnU2SSaCcGE3m8IeJaXsv77mtWiIDK%2F7XslOY0w%3D,"Non-fiction","Health Family & Lifestyle:Family & Health"
714187,9780749938291,Paperback,"Gaelen Foley","Little Brown Book Group",12/6/2007 12:00:00 AM,"Her Secret Fantasy (714187)",416,,28,130,190,288,,"Miss Lily Byrne is in London for one reason only: to marry a rich man. A proud and dazzling beauty from a family of impoverished Irish aristocrats she desperately wishes to marry for love. But back in Ireland her once wealthy family is now destitute and depending on Lily's advantageous marriage to save them from the poorhouse.",Paperback,Used; Good,3.49,1,http://choicetextileimages.blob.core.windows.net/img-1/stand_358091_jpg.jpg?sv=2012-02-12&sr=c&si=policy&sig=UJGArnU2SSaCcGE3m8IeJaXsv77mtWiIDK%2F7XslOY0w%3D,"Fiction","Romance"
714194,9780385607995,Hardcover,"Kate Atkinson","Transworld Publishers Ltd",9/1/2004 12:00:00 AM,"Case Histories - A Novel (714194)",304,,30,162,236,597,,"This is the author's first novel since 'Emotionally Weird'.",Hardcover,Used; Good,3.49,2,http://choicetextileimages.blob.core.windows.net/img-1/stand_282705_jpg.jpg?sv=2012-02-12&sr=c&si=policy&sig=UJGArnU2SSaCcGE3m8IeJaXsv77mtWiIDK%2F7XslOY0w%3D,"Fiction","Modern & Contemporary Fiction (Post C 1945)"
714207,9781842550618,Paperback,"Tony Kenyon","Hachette Children's Group",8/15/2002 12:00:00 AM,"Oops! says Olly Bear (714207)",32,,6,224,264,190,,"Olly can't sleep. He wiggles and jiggles falls out of bed climbs back in gets out to go to the bathroom comes back to bed wants a drink of milk and goes down to the kitchen. This book introduces a funny little bear character with whom small children can identify. The pictures are in soft crayon and muted nighttime colours.",Paperback,Used; Good,3.49,2,http://choicetextileimages.blob.core.windows.net/img-1/stand_94644_jpg.jpg?sv=2012-02-12&sr=c&si=policy&sig=UJGArnU2SSaCcGE3m8IeJaXsv77mtWiIDK%2F7XslOY0w%3D,"Children's Books","Picture Books Activity Books & Early Learning Material"
714221,9780743449908,Paperback,"Bernard Knight","Simon & Schuster",9/1/2003 12:00:00 AM,"Fear in the Forest (714221)",432,,30,108,166,222,,"The seventh gripping medieval murder mystery featuring Crowner John Devon's first county coroner",Paperback,Used; Good,3.49,1,http://choicetextileimages.blob.core.windows.net/img-1/stand_38208_jpg.jpg?sv=2012-02-12&sr=c&si=policy&sig=UJGArnU2SSaCcGE3m8IeJaXsv77mtWiIDK%2F7XslOY0w%3D,"Fiction","Crime & Mystery"
714290,9780752875156,Hardcover,"Bill Frindall","Orion Publishing Co",6/1/2006 12:00:00 AM,"Bearders (714290)",368,,38,158,234,660,,"Bill Frindall is the longest-serving member of the Test Match Special team having been its scorer since 1966 and not having missed a home Test match in 40 years. In this volume of memoirs he looks at some of the funniest moments that have occurred in the commentary box and assesses the great characters that he has worked with during that time.",Hardcover,Used; Good,3.49,1,http://choicetextileimages.blob.core.windows.net/img-1/stand_343096_jpg.jpg?sv=2012-02-12&sr=c&si=policy&sig=UJGArnU2SSaCcGE3m8IeJaXsv77mtWiIDK%2F7XslOY0w%3D,"Non-fiction","Biography:Biography: General"
714323,9781844138616,Paperback,"Karin Slaughter","Cornerstone",7/3/2008 12:00:00 AM,"Fractured (714323)",400,,32,152,232,522,,,Paperback,Used; Good,4.23,3,http://choicetextileimages.blob.core.windows.net/img-1/stand_84959_jpg.jpg?sv=2012-02-12&sr=c&si=policy&sig=UJGArnU2SSaCcGE3m8IeJaXsv77mtWiIDK%2F7XslOY0w%3D,"Fiction","Crime & Mystery"
714324,9780007173136,Paperback,"Dr. Seuss","HarperCollins Publishers",1/5/2004 12:00:00 AM,"I Wish That I Had Duck Feet (714324)",64,,8,162,220,140,,"<p>  What would life be like if you had feet like a duck or horns like a deer a whale spout on your head or a long long nose? In this crazy tale a small boy imagines all these things only to decide in the end that perhaps it's better to be ""ME"" after all.</p>  ",Paperback,Used; Good,3.49,3,http://choicetextileimages.blob.core.windows.net/img-1/stand_842164_jpg.jpg?sv=2012-02-12&sr=c&si=policy&sig=UJGArnU2SSaCcGE3m8IeJaXsv77mtWiIDK%2F7XslOY0w%3D,"Children's Books","Picture Books Activity Books & Early Learning Material"
714333,9780755343188,Paperback,"Billy Hopkins","Headline Publishing Group",12/27/2007 12:00:00 AM,"Our Kid (714333)",528,,35,131,195,376,,"The much-loved tale of a northern lad during the Second World War",Paperback,Used; Good,3.49,3,http://choicetextileimages.blob.core.windows.net/img-1/stand_356980_jpg.jpg?sv=2012-02-12&sr=c&si=policy&sig=UJGArnU2SSaCcGE3m8IeJaXsv77mtWiIDK%2F7XslOY0w%3D,"Fiction","Sagas"
714455,9780753414774,Paperback,"Kingfisher","Pan Macmillan",2/5/2007 12:00:00 AM,"British History: Middle Ages (714455)",40,,6,210,264,203,,,Paperback,Used; Good,3.49,1,http://choicetextileimages.blob.core.windows.net/img-1/stand_350851_jpg.jpg?sv=2012-02-12&sr=c&si=policy&sig=UJGArnU2SSaCcGE3m8IeJaXsv77mtWiIDK%2F7XslOY0w%3D,"Children's Books","Educational Material"
715121,9780099407201,Paperback,"Madeleine Brent","Cornerstone",1/1/1987 12:00:00 AM,"Stormswift (715121)",320,,28,106,170,176,,,Paperback,Used; Good,94.66,1,,"Non-fiction","Sports Hobbies & Games:Miscellaneous Items"
715139,9781405856478,Paperback,"William Shakespeare","Pearson Education Limited",3/1/2007 12:00:00 AM,"York Notes for KS3 Shakespeare: The Tempest (715139)",80,,6,147,210,110,,"Revision for the Shakespeare plays for the key Stage 3 tests that make the grade.",Paperback,Used; Good,3.49,1,http://choicetextileimages.blob.core.windows.net/img-1/stand_389952_jpg.jpg?sv=2012-02-12&sr=c&si=policy&sig=UJGArnU2SSaCcGE3m8IeJaXsv77mtWiIDK%2F7XslOY0w%3D,"Children's Books","Educational Material"
